"Species name";"Taxonomic group";"Environment";"Pathway: main category
(according to CBD scheme)";"Pathway: subcategory 
(according to CBD scheme)";"Pathway: intentionality ";"Source of the record:
D = DAISIE
G = GISD/IASPMR";"Record concerns overlapping species (i.e. species with records in both databases: DAISIE and GISD/IASPMR)";"Record concerns species that is listed among 'Europe's Worst IAS' according to EEA (2007) Halting the loss of biodiversity by 2010: proposal for a first set of indicators to monitor progress in Europe. EEA Technical Report No. 11/2007. European Environment Agency, Copenhagen, DK.";"Record concerns species that is listed among the '100 of the Worst IAS' in DAISIE
(www.europe-aliens.org)";"Record concerns species that is listed among the '100 of the Worst IAS' in GISD
(www.iucngisd.org)"
"Picris echioides";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Transportation of habitat material";"unintentional";"D";;;;
"Picris echioides";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Picris hieracioides";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Picris hieracioides";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pieris floribunda";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pieris rapae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Pikea californica";"Algae";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Pilayella littoralis";"Algae";"marine";"Transport - Contaminant & Stowaway";"Ship/boat hull fouling";"unintentional";"D";;;;
"Pilea cadierei";"Plants";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Pilea hyalina";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Transportation of habitat material";"unintentional";"D";;;;
"Pileolaria berkeleyana";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;"x";;
"Pilosella aurantiaca";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pilosella aurantiaca";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Pilosella aurantiaca";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pilosella caespitosa";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pilosella caespitosa";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pilosella praealta";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pilumnoides inglei";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Pilumnopeus vauquelini";"Invertebrates";"marine";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;;;
"Pilumnus hirsutus";"Invertebrates";"marine";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;;;
"Pilumnus spinifer";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Pimelodus pictus";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";;;;
"Pimephales promelas";"Vertebrates";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"D";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"D";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Release in Nature";"Fishery in the wild";"intentional";"G";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Release in Nature";"Fishery in the wild";"intentional";"G";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Release in Nature";"Fishery in the wild";"intentional";"G";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Release in Nature";"Fishery in the wild";"intentional";"G";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Release in Nature";"Fishery in the wild";"intentional";"G";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Escape from confinement";"Research (in facilities)";"intentional";"G";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Release in Nature";"Fishery in the wild";"intentional";"G";"x";;;
"Pimephales promelas";"Vertebrates";"freshwater";"Release in Nature";"Biological control";"intentional";"G";"x";;;
"Pimpinella anisum";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Pimpinella anisum";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Pimpinella anisum";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Pimpinella anisum";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pimpinella anisum";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Pimpinella major";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Pimpinella major";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pimpinella peregrina";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Pimpinella saxifraga";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Pimpinella saxifraga";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pinctada margaritifera";"Invertebrates";"marine";"Escape from confinement";"Aquaculture";"intentional";"D";;;;
"Pinctada radiata";"Invertebrates";"marine";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;"x";"x";
"Pinctada radiata";"Invertebrates";"marine";"Escape from confinement";"Aquaculture";"intentional";"D";;"x";"x";
"Pinctada radiata";"Invertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;"x";"x";
"Pinellia ternata";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Pineus orientalis";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pineus phylloxeroidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pineus phylloxeroidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pineus pineoides";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pineus similis";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pineus similis";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pineus strobi";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pineus strobi";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pineus strobi";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pinguipes brasilianus";"Vertebrates";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Pinnaspis aspidistrae  Coccoidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pinnaspis buxi  Coccoidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pinnaspis strachani  Coccoidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pinnularia trevelyana";"Algae";"freshwater";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;;;
"Pinus banksiana";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus canariensis";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus canariensis";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pinus cembra subsp. sibirica";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pinus contorta";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus contorta";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pinus halepensis";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus halepensis";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pinus halepensis";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus halepensis";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pinus halepensis";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Pinus mugo";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus mugo";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pinus mugo";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pinus nigra";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Pinus nigra";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus nigra";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pinus nigra";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pinus pinaster";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";"x";;;"x"
"Pinus pinaster";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";"x";;;"x"
"Pinus pinaster";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";"x";;;"x"
"Pinus pinaster";"Plants";"terrestrial";"Release in Nature";;"intentional";"G";"x";;;"x"
"Pinus pinea";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pinus ponderosa";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus radiata";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus radiata";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pinus rigida";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pinus sp.";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"G";;;;
"Pinus sp.";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"G";;;;
"Pinus strobus";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Pinus strobus";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus strobus";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pinus strobus";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Pinus sylvestris";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Pinus wallichiana";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pipa parva";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Piper aduncum";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"G";;;;
"Piper aduncum";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"G";;;;
"Piper aduncum";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"G";;;;
"Piper aduncum";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Machinery/equipment";"unintentional";"G";;;;
"Piper aduncum";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Organic packing material";"unintentional";"G";;;;
"Piptatherum miliaceum";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Piptatherum miliaceum";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Piptatherum miliaceum";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Piscicola geometra";"Invertebrates";"freshwater";"Release in nature";"Fishery in the wild";"intentional";"D";;;;
"Piscicola haranti";"Invertebrates";"freshwater";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;;;
"Pisodonophis semicinctus";"Vertebrates";"marine";"Release in Nature";"Fishery in the wild";"intentional";"G";;;;
"Pisodonophis semicinctus";"Vertebrates";"marine";"Release in Nature";"Fishery in the wild";"intentional";"G";;;;
"Pisodonophis semicinctus";"Vertebrates";"marine";"Release in Nature";"Fishery in the wild";"intentional";"G";;;;
"Pisodonophis semicinctus";"Vertebrates";"marine";"Release in Nature";"Fishery in the wild";"intentional";"G";;;;
"Pista unibranchia";"Invertebrates";"marine";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;;;
"Pistacia vera";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Pistacia vera";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"D";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";;"intentional";"D";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Horticulture ";"intentional";"D";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"D";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"G";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Horticulture ";"intentional";"G";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Horticulture ";"intentional";"G";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Transport - Contaminant & Stowaway";"Angling/fishing aquaculture equipment";"unintentional";"G";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Transport - Contaminant & Stowaway";"Ship/boat hull fouling";"unintentional";"G";"x";;;
"Pistia stratiotes";"Plants";"freshwater";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";"x";;;
"Pistosia dactyliferae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pisum sativum";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Pisum sativum";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pisum sativum";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Pisum sativum";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Pisum sativum";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Pisum sativum";"Plants";"terrestrial";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";;;;
"Pisum sativum";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Pitangus sulphuratus";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";;;;
"Pitrufquenia coypus  Amblycera";"Invertebrates";"terrestrial";"Escape from confinement";"Farmed animals";"intentional";"D";;;;
"Pittosporum crassifolium";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pittosporum tobira";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Pittosporum undulatum";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";"x";;;
"Pittosporum undulatum";"Plants";"terrestrial";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"G";"x";;;
"Pittosporum undulatum";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"G";"x";;;
"Pittosporum viridiflorum";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"G";;;;
"Pituophis catenifer";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Pituophis catenifer";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Pituophis melanoleucus";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Pituophis melanoleucus";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Pituophis melanoleucus";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Pituophis melanoleucus";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Pituophis ruthveni";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Pityogenes quadridens";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
